[[0, 30, 268.80823], [1, 59970, 282.4666], [2, 119910, 283.71365], [3, 179850, 284.6616], [4, 239790, 284.97134], [5, 299730, 285.11064], [6, 359670, 285.19831], [7, 419610, 285.41579], [8, 479550, 285.4294], [9, 539490, 285.4294], [10, 599430, 285.47546], [11, 659370, 285.47546], [12, 719310, 285.47546], [13, 779250, 285.47546], [14, 839190, 285.47546], [15, 899130, 285.49396], [16, 959070, 285.49396], [17, 1019010, 285.58011]]
[[0, 30, 268.3544], [1, 59970, 282.23211], [2, 119910, 284.25046], [3, 179850, 284.86967], [4, 239790, 285.13034], [5, 299730, 285.60553], [6, 359670, 285.60553], [7, 419610, 285.71886], [8, 479550, 285.85751], [9, 539490, 285.93584], [10, 599430, 285.94884], [11, 659370, 285.96247], [12, 719310, 285.96247], [13, 779250, 285.96247], [14, 839190, 285.96247], [15, 899130, 285.96247], [16, 959070, 285.96247], [17, 1019010, 285.96247]]
[[0, 30, 269.5412], [1, 59970, 282.85096], [2, 119910, 284.44137], [3, 179850, 284.55611], [4, 239790, 284.62262], [5, 299730, 284.76576], [6, 359670, 284.85659], [7, 419610, 284.85659], [8, 479550, 285.04647], [9, 539490, 285.10464], [10, 599430, 285.17827], [11, 659370, 285.17827], [12, 719310, 285.4018], [13, 779250, 285.4018], [14, 839190, 285.4018], [15, 899130, 285.4018], [16, 959070, 285.4018], [17, 1019010, 285.40955]]
[[0, 30, 267.74951], [1, 59970, 282.45887], [2, 119910, 284.71749], [3, 179850, 285.32795], [4, 239790, 285.38269], [5, 299730, 285.4737], [6, 359670, 285.4867], [7, 419610, 285.5091], [8, 479550, 285.5091], [9, 539490, 285.5091], [10, 599430, 285.5091], [11, 659370, 285.5091], [12, 719310, 285.5091], [13, 779250, 285.5091], [14, 839190, 285.53204], [15, 899130, 285.53372], [16, 959070, 285.53372], [17, 1019010, 285.53372]]
[[0, 30, 269.59882], [1, 59970, 281.87945], [2, 119910, 283.63107], [3, 179850, 284.46071], [4, 239790, 284.58725], [5, 299730, 284.77885], [6, 359670, 285.19432], [7, 419610, 285.19432], [8, 479550, 285.19432], [9, 539490, 285.19432], [10, 599430, 285.19432], [11, 659370, 285.19432], [12, 719310, 285.19432], [13, 779250, 285.19432], [14, 839190, 285.25998], [15, 899130, 285.25998], [16, 959070, 285.25998], [17, 1019010, 285.25998]]
[[0, 30, 268.37088], [1, 59970, 282.29783], [2, 119910, 284.2909], [3, 179850, 284.5349], [4, 239790, 284.59198], [5, 299730, 284.70951], [6, 359670, 284.70951], [7, 419610, 284.71079], [8, 479550, 284.71079], [9, 539490, 284.80409], [10, 599430, 284.99991], [11, 659370, 284.99991], [12, 719310, 284.99991], [13, 779250, 284.99991], [14, 839190, 284.99991], [15, 899130, 284.99991], [16, 959070, 284.99991], [17, 1019010, 284.99991]]
[[0, 30, 268.42275], [1, 59970, 282.52476], [2, 119910, 284.72505], [3, 179850, 285.24399], [4, 239790, 285.34805], [5, 299730, 285.5633], [6, 359670, 285.56948], [7, 419610, 285.56948], [8, 479550, 285.56948], [9, 539490, 285.62924], [10, 599430, 285.7539], [11, 659370, 285.93204], [12, 719310, 285.93204], [13, 779250, 285.93204], [14, 839190, 285.93204], [15, 899130, 285.93204], [16, 959070, 285.93204], [17, 1019010, 285.93204]]
[[0, 30, 269.98557], [1, 59970, 283.57382], [2, 119910, 284.8295], [3, 179850, 285.17231], [4, 239790, 285.47939], [5, 299730, 285.63206], [6, 359670, 285.72912], [7, 419610, 285.72912], [8, 479550, 285.72912], [9, 539490, 285.72912], [10, 599430, 285.72912], [11, 659370, 285.72912], [12, 719310, 285.72912], [13, 779250, 285.72912], [14, 839190, 285.72912], [15, 899130, 285.72912], [16, 959070, 285.72912], [17, 1019010, 285.72912]]
[[0, 30, 269.18382], [1, 59970, 282.96748], [2, 119910, 285.26351], [3, 179850, 285.63283], [4, 239790, 285.70105], [5, 299730, 285.81228], [6, 359670, 285.81228], [7, 419610, 285.81228], [8, 479550, 285.81228], [9, 539490, 285.81228], [10, 599430, 286.0041], [11, 659370, 286.0041], [12, 719310, 286.0041], [13, 779250, 286.0041], [14, 839190, 286.0041], [15, 899130, 286.0041], [16, 959070, 286.0041], [17, 1019010, 286.0041]]
[[0, 30, 268.66801], [1, 59970, 282.26288], [2, 119910, 284.03059], [3, 179850, 284.96619], [4, 239790, 285.39484], [5, 299730, 285.42389], [6, 359670, 285.42389], [7, 419610, 285.42389], [8, 479550, 285.54477], [9, 539490, 285.62636], [10, 599430, 285.68773], [11, 659370, 285.68773], [12, 719310, 285.68773], [13, 779250, 285.68773], [14, 839190, 285.68773], [15, 899130, 285.68773], [16, 959070, 285.68773], [17, 1019010, 285.86983]]
[[0, 30, 268.63405], [1, 59970, 282.30539], [2, 119910, 284.26373], [3, 179850, 284.80886], [4, 239790, 284.97255], [5, 299730, 285.13897], [6, 359670, 285.13897], [7, 419610, 285.13897], [8, 479550, 285.22818], [9, 539490, 285.27166], [10, 599430, 285.27166], [11, 659370, 285.27166], [12, 719310, 285.27166], [13, 779250, 285.27166], [14, 839190, 285.27166], [15, 899130, 285.27166], [16, 959070, 285.27166], [17, 1019010, 285.27166]]
[[0, 30, 269.65275], [1, 59970, 283.18268], [2, 119910, 284.60565], [3, 179850, 284.97627], [4, 239790, 285.31676], [5, 299730, 285.34573], [6, 359670, 285.34573], [7, 419610, 285.46034], [8, 479550, 285.46034], [9, 539490, 285.56525], [10, 599430, 285.66571], [11, 659370, 285.68434], [12, 719310, 285.68434], [13, 779250, 285.72306], [14, 839190, 285.72306], [15, 899130, 285.72306], [16, 959070, 285.72306], [17, 1019010, 285.74288]]
[[0, 30, 269.42234], [1, 59970, 282.37423], [2, 119910, 283.73636], [3, 179850, 284.40932], [4, 239790, 284.49808], [5, 299730, 284.57971], [6, 359670, 284.57971], [7, 419610, 284.61417], [8, 479550, 284.78016], [9, 539490, 284.85688], [10, 599430, 284.85688], [11, 659370, 284.85688], [12, 719310, 284.85688], [13, 779250, 284.85688], [14, 839190, 284.85688], [15, 899130, 284.85688], [16, 959070, 284.85688], [17, 1019010, 284.85688]]
[[0, 30, 268.68955], [1, 59970, 282.25234], [2, 119910, 284.33533], [3, 179850, 284.41777], [4, 239790, 284.67565], [5, 299730, 284.99521], [6, 359670, 285.05199], [7, 419610, 285.06026], [8, 479550, 285.06087], [9, 539490, 285.06087], [10, 599430, 285.07031], [11, 659370, 285.07031], [12, 719310, 285.07031], [13, 779250, 285.07031], [14, 839190, 285.07031], [15, 899130, 285.07031], [16, 959070, 285.07031], [17, 1019010, 285.07031]]
[[0, 30, 269.67476], [1, 59970, 282.03023], [2, 119910, 284.61043], [3, 179850, 285.4734], [4, 239790, 285.69765], [5, 299730, 285.98426], [6, 359670, 285.98426], [7, 419610, 286.0003], [8, 479550, 286.04134], [9, 539490, 286.04134], [10, 599430, 286.04134], [11, 659370, 286.04134], [12, 719310, 286.04134], [13, 779250, 286.04134], [14, 839190, 286.04134], [15, 899130, 286.04134], [16, 959070, 286.04134], [17, 1019010, 286.04134]]
[[0, 30, 268.68753], [1, 59970, 282.80515], [2, 119910, 283.77577], [3, 179850, 284.1942], [4, 239790, 284.48661], [5, 299730, 284.80822], [6, 359670, 284.98451], [7, 419610, 284.98451], [8, 479550, 285.01447], [9, 539490, 285.04773], [10, 599430, 285.04773], [11, 659370, 285.30627], [12, 719310, 285.39263], [13, 779250, 285.39263], [14, 839190, 285.45113], [15, 899130, 285.59144], [16, 959070, 285.81658], [17, 1019010, 285.81658]]
[[0, 30, 268.32508], [1, 59970, 282.29786], [2, 119910, 283.95683], [3, 179850, 284.6543], [4, 239790, 284.73822], [5, 299730, 284.76117], [6, 359670, 284.76117], [7, 419610, 284.76117], [8, 479550, 284.76117], [9, 539490, 284.76117], [10, 599430, 285.04638], [11, 659370, 285.04638], [12, 719310, 285.04638], [13, 779250, 285.04638], [14, 839190, 285.04638], [15, 899130, 285.04638], [16, 959070, 285.04638], [17, 1019010, 285.04638]]
[[0, 30, 269.8624], [1, 59970, 283.15773], [2, 119910, 284.26539], [3, 179850, 284.95422], [4, 239790, 285.23673], [5, 299730, 285.28762], [6, 359670, 285.3685], [7, 419610, 285.3685], [8, 479550, 285.3685], [9, 539490, 285.3685], [10, 599430, 285.3685], [11, 659370, 285.3685], [12, 719310, 285.3685], [13, 779250, 285.3685], [14, 839190, 285.3685], [15, 899130, 285.55306], [16, 959070, 285.55883], [17, 1019010, 285.56595]]
[[0, 30, 269.11366], [1, 59970, 282.89915], [2, 119910, 285.24702], [3, 179850, 285.33768], [4, 239790, 285.59215], [5, 299730, 285.71701], [6, 359670, 285.75901], [7, 419610, 285.75901], [8, 479550, 285.83185], [9, 539490, 285.83185], [10, 599430, 285.83185], [11, 659370, 285.90203], [12, 719310, 285.96649], [13, 779250, 285.96649], [14, 839190, 285.96649], [15, 899130, 285.9873], [16, 959070, 286.01577], [17, 1019010, 286.06652]]
[[0, 30, 269.10575], [1, 59970, 282.62512], [2, 119910, 283.94514], [3, 179850, 284.76051], [4, 239790, 284.76051], [5, 299730, 284.94981], [6, 359670, 285.14016], [7, 419610, 285.32604], [8, 479550, 285.42051], [9, 539490, 285.42051], [10, 599430, 285.42051], [11, 659370, 285.42628], [12, 719310, 285.42628], [13, 779250, 285.42628], [14, 839190, 285.42628], [15, 899130, 285.42628], [16, 959070, 285.42628], [17, 1019010, 285.42628]]
[[0, 30, 269.14435], [1, 59970, 282.63903], [2, 119910, 284.45849], [3, 179850, 284.71776], [4, 239790, 285.01652], [5, 299730, 285.31579], [6, 359670, 285.46483], [7, 419610, 285.57647], [8, 479550, 285.57647], [9, 539490, 285.63068], [10, 599430, 285.63068], [11, 659370, 285.67692], [12, 719310, 285.67692], [13, 779250, 285.86683], [14, 839190, 285.86683], [15, 899130, 285.94971], [16, 959070, 285.95589], [17, 1019010, 285.95589]]
[[0, 30, 269.21361], [1, 59970, 281.27673], [2, 119910, 283.38183], [3, 179850, 284.25306], [4, 239790, 284.36484], [5, 299730, 284.36588], [6, 359670, 284.51948], [7, 419610, 284.79416], [8, 479550, 284.8405], [9, 539490, 284.93662], [10, 599430, 284.98296], [11, 659370, 285.02731], [12, 719310, 285.02731], [13, 779250, 285.07233], [14, 839190, 285.07233], [15, 899130, 285.12033], [16, 959070, 285.12033], [17, 1019010, 285.29851]]
