[[0, 30, 218.78146], [1, 59970, 238.9468], [2, 119910, 244.7279], [3, 179850, 244.90424], [4, 239790, 244.90424], [5, 299730, 244.90424], [6, 359670, 244.90424], [7, 419610, 244.90424], [8, 479550, 244.90424], [9, 539490, 244.90424], [10, 599430, 244.90424], [11, 659370, 244.90424], [12, 719310, 244.90424], [13, 779250, 244.90424], [14, 839190, 245.6526], [15, 899130, 245.6526], [16, 959070, 245.87136], [17, 1019010, 245.87136]]
[[0, 30, 219.02117], [1, 59970, 242.88878], [2, 119910, 243.15118], [3, 179850, 244.19653], [4, 239790, 244.19653], [5, 299730, 245.31613], [6, 359670, 245.3165], [7, 419610, 245.38295], [8, 479550, 245.38295], [9, 539490, 245.38295], [10, 599430, 245.38295], [11, 659370, 245.38295], [12, 719310, 245.43993], [13, 779250, 246.80789], [14, 839190, 246.97705], [15, 899130, 248.09513], [16, 959070, 248.09513], [17, 1019010, 248.09513]]
[[0, 30, 217.58753], [1, 59970, 240.05128], [2, 119910, 241.74759], [3, 179850, 242.81062], [4, 239790, 243.38521], [5, 299730, 243.4082], [6, 359670, 244.58215], [7, 419610, 244.58215], [8, 479550, 244.58215], [9, 539490, 244.58706], [10, 599430, 244.69806], [11, 659370, 245.58851], [12, 719310, 245.58851], [13, 779250, 245.58851], [14, 839190, 245.58851], [15, 899130, 245.58851], [16, 959070, 245.58851], [17, 1019010, 245.58851]]
[[0, 30, 213.61861], [1, 59970, 240.96439], [2, 119910, 244.54213], [3, 179850, 244.75049], [4, 239790, 244.75049], [5, 299730, 244.75049], [6, 359670, 245.4982], [7, 419610, 245.4982], [8, 479550, 247.85318], [9, 539490, 247.88794], [10, 599430, 247.88794], [11, 659370, 247.88794], [12, 719310, 247.88794], [13, 779250, 247.88794], [14, 839190, 249.3083], [15, 899130, 249.3083], [16, 959070, 249.3083], [17, 1019010, 249.3083]]
[[0, 30, 221.31728], [1, 59970, 240.58589], [2, 119910, 241.88715], [3, 179850, 242.89714], [4, 239790, 242.89714], [5, 299730, 243.58745], [6, 359670, 243.7293], [7, 419610, 243.86556], [8, 479550, 244.45782], [9, 539490, 245.89174], [10, 599430, 246.07688], [11, 659370, 246.07688], [12, 719310, 246.07688], [13, 779250, 246.07688], [14, 839190, 246.07688], [15, 899130, 246.07688], [16, 959070, 246.07688], [17, 1019010, 247.00145]]
[[0, 30, 217.46073], [1, 59970, 242.54153], [2, 119910, 245.21808], [3, 179850, 246.34015], [4, 239790, 246.34015], [5, 299730, 246.34015], [6, 359670, 246.34015], [7, 419610, 246.34015], [8, 479550, 246.34015], [9, 539490, 246.34015], [10, 599430, 246.74208], [11, 659370, 246.74208], [12, 719310, 246.74208], [13, 779250, 246.74208], [14, 839190, 246.74208], [15, 899130, 246.74208], [16, 959070, 246.74208], [17, 1019010, 247.35762]]
[[0, 30, 213.34759], [1, 59970, 238.66145], [2, 119910, 239.63348], [3, 179850, 240.86041], [4, 239790, 241.07502], [5, 299730, 241.98167], [6, 359670, 242.41118], [7, 419610, 244.80032], [8, 479550, 246.62318], [9, 539490, 246.62318], [10, 599430, 246.96467], [11, 659370, 247.87214], [12, 719310, 247.87214], [13, 779250, 247.87214], [14, 839190, 247.87214], [15, 899130, 247.87214], [16, 959070, 247.87214], [17, 1019010, 247.87214]]
[[0, 30, 216.58634], [1, 59970, 240.44697], [2, 119910, 244.67251], [3, 179850, 245.47524], [4, 239790, 246.57225], [5, 299730, 246.57225], [6, 359670, 246.57225], [7, 419610, 248.3226], [8, 479550, 248.3226], [9, 539490, 248.3226], [10, 599430, 248.3226], [11, 659370, 248.3226], [12, 719310, 248.3226], [13, 779250, 248.3226], [14, 839190, 248.3226], [15, 899130, 248.3226], [16, 959070, 248.3226], [17, 1019010, 248.3226]]
[[0, 30, 224.57166], [1, 59970, 240.82536], [2, 119910, 242.76826], [3, 179850, 243.78034], [4, 239790, 245.85869], [5, 299730, 245.85869], [6, 359670, 245.85869], [7, 419610, 245.85869], [8, 479550, 245.85869], [9, 539490, 245.85869], [10, 599430, 245.85869], [11, 659370, 245.85869], [12, 719310, 245.85869], [13, 779250, 245.85869], [14, 839190, 246.08451], [15, 899130, 246.1483], [16, 959070, 246.1483], [17, 1019010, 246.1483]]
[[0, 30, 220.50336], [1, 59970, 242.19755], [2, 119910, 242.795], [3, 179850, 244.74584], [4, 239790, 244.74584], [5, 299730, 245.20348], [6, 359670, 246.17366], [7, 419610, 247.06478], [8, 479550, 247.06478], [9, 539490, 247.06478], [10, 599430, 248.10454], [11, 659370, 248.10454], [12, 719310, 248.10454], [13, 779250, 248.10454], [14, 839190, 250.0505], [15, 899130, 250.0505], [16, 959070, 250.0505], [17, 1019010, 250.0505]]
[[0, 30, 219.81242], [1, 59970, 240.50907], [2, 119910, 244.79889], [3, 179850, 245.8163], [4, 239790, 246.99139], [5, 299730, 247.07028], [6, 359670, 247.07028], [7, 419610, 249.00885], [8, 479550, 249.00885], [9, 539490, 249.00885], [10, 599430, 249.00885], [11, 659370, 249.00885], [12, 719310, 249.00885], [13, 779250, 249.00885], [14, 839190, 249.00885], [15, 899130, 249.00885], [16, 959070, 249.00885], [17, 1019010, 249.00885]]
[[0, 30, 219.51624], [1, 59970, 239.66692], [2, 119910, 240.59614], [3, 179850, 242.14369], [4, 239790, 242.14369], [5, 299730, 243.94793], [6, 359670, 243.94793], [7, 419610, 243.94793], [8, 479550, 243.94793], [9, 539490, 244.04791], [10, 599430, 244.04791], [11, 659370, 244.04791], [12, 719310, 244.04791], [13, 779250, 244.04791], [14, 839190, 244.04791], [15, 899130, 244.04791], [16, 959070, 244.04791], [17, 1019010, 244.07639]]
[[0, 30, 216.66732], [1, 59970, 238.73342], [2, 119910, 243.28562], [3, 179850, 243.28562], [4, 239790, 244.41734], [5, 299730, 245.85836], [6, 359670, 245.85836], [7, 419610, 245.85836], [8, 479550, 245.85836], [9, 539490, 245.85836], [10, 599430, 245.85836], [11, 659370, 245.85836], [12, 719310, 245.85836], [13, 779250, 245.85836], [14, 839190, 245.85836], [15, 899130, 245.85836], [16, 959070, 245.85836], [17, 1019010, 245.85836]]
[[0, 30, 215.40767], [1, 59970, 242.1193], [2, 119910, 243.91306], [3, 179850, 244.21104], [4, 239790, 244.80383], [5, 299730, 244.81081], [6, 359670, 244.8222], [7, 419610, 245.09861], [8, 479550, 245.09861], [9, 539490, 245.09861], [10, 599430, 245.14964], [11, 659370, 245.14964], [12, 719310, 245.14964], [13, 779250, 245.14964], [14, 839190, 245.14964], [15, 899130, 245.14964], [16, 959070, 245.14964], [17, 1019010, 245.14964]]
[[0, 30, 215.06022], [1, 59970, 240.61106], [2, 119910, 244.06494], [3, 179850, 244.06494], [4, 239790, 244.06494], [5, 299730, 244.36213], [6, 359670, 245.40499], [7, 419610, 246.335], [8, 479550, 246.335], [9, 539490, 246.335], [10, 599430, 246.335], [11, 659370, 246.335], [12, 719310, 246.335], [13, 779250, 246.335], [14, 839190, 246.335], [15, 899130, 246.335], [16, 959070, 246.335], [17, 1019010, 246.335]]
[[0, 30, 217.50555], [1, 59970, 244.17634], [2, 119910, 244.18332], [3, 179850, 244.18332], [4, 239790, 244.3733], [5, 299730, 244.3733], [6, 359670, 244.56183], [7, 419610, 244.56183], [8, 479550, 244.56183], [9, 539490, 244.56183], [10, 599430, 244.56183], [11, 659370, 245.31938], [12, 719310, 245.31938], [13, 779250, 245.31938], [14, 839190, 245.31938], [15, 899130, 245.31938], [16, 959070, 245.31938], [17, 1019010, 247.45023]]
[[0, 30, 216.2006], [1, 59970, 239.59412], [2, 119910, 243.55636], [3, 179850, 243.7627], [4, 239790, 245.47939], [5, 299730, 245.47939], [6, 359670, 245.47939], [7, 419610, 245.47939], [8, 479550, 245.47939], [9, 539490, 245.47939], [10, 599430, 245.47939], [11, 659370, 245.668], [12, 719310, 245.67797], [13, 779250, 246.75698], [14, 839190, 246.75698], [15, 899130, 246.75698], [16, 959070, 246.75698], [17, 1019010, 246.75698]]
