[[0, 50, 55383.5008], [1, 29950, 67403.033], [2, 59850, 68176.124], [3, 89750, 68868.186], [4, 119650, 68868.186], [5, 149550, 68868.186], [6, 179450, 68868.186], [7, 209350, 68868.186], [8, 239250, 68868.186], [9, 269150, 68868.186], [10, 299050, 68868.186], [11, 328950, 68868.186], [12, 358850, 68868.186], [13, 388750, 68868.186], [14, 418650, 68868.186], [15, 448550, 68868.186], [16, 478450, 68868.186], [17, 508350, 68868.186], [18, 538250, 68868.186], [19, 568150, 68868.186], [20, 598050, 68868.186], [21, 627950, 68868.186], [22, 657850, 68868.186], [23, 687750, 68868.186], [24, 717650, 68868.186], [25, 747550, 68868.186], [26, 777450, 68868.186], [27, 807350, 68868.186], [28, 837250, 68868.186], [29, 867150, 68868.186], [30, 897050, 68868.186], [31, 926950, 68875.9426], [32, 956850, 68875.9426], [33, 986750, 68875.9426], [34, 1016650, 68875.9426]]
[[0, 50, 59372.4108], [1, 29950, 69331.251], [2, 59850, 71546.1462], [3, 89750, 71713.476], [4, 119650, 71713.476], [5, 149550, 71713.476], [6, 179450, 71713.476], [7, 209350, 71713.476], [8, 239250, 71713.476], [9, 269150, 71713.476], [10, 299050, 71713.476], [11, 328950, 71713.476], [12, 358850, 71713.476], [13, 388750, 71713.476], [14, 418650, 71713.476], [15, 448550, 71713.476], [16, 478450, 71713.476], [17, 508350, 71713.476], [18, 538250, 71713.476], [19, 568150, 71713.476], [20, 598050, 71713.476], [21, 627950, 71713.476], [22, 657850, 71713.476], [23, 687750, 71713.476], [24, 717650, 71713.476], [25, 747550, 71713.476], [26, 777450, 71713.476], [27, 807350, 71713.476], [28, 837250, 71713.476], [29, 867150, 71713.476], [30, 897050, 71713.476], [31, 926950, 71713.476], [32, 956850, 71713.476], [33, 986750, 71713.476], [34, 1016650, 71713.476]]
[[0, 50, 58179.3334], [1, 29950, 68351.4354], [2, 59850, 71713.476], [3, 89750, 71713.476], [4, 119650, 71713.476], [5, 149550, 71713.476], [6, 179450, 72021.9538], [7, 209350, 72021.9538], [8, 239250, 72021.9538], [9, 269150, 72021.9538], [10, 299050, 72021.9538], [11, 328950, 72021.9538], [12, 358850, 72023.118], [13, 388750, 72023.118], [14, 418650, 72023.118], [15, 448550, 72023.118], [16, 478450, 72023.118], [17, 508350, 72023.118], [18, 538250, 72023.118], [19, 568150, 72023.118], [20, 598050, 72023.118], [21, 627950, 72023.118], [22, 657850, 72023.118], [23, 687750, 72023.118], [24, 717650, 72023.118], [25, 747550, 72023.118], [26, 777450, 72023.118], [27, 807350, 72023.118], [28, 837250, 72023.118], [29, 867150, 72023.118], [30, 897050, 72023.118], [31, 926950, 72023.118], [32, 956850, 72023.118], [33, 986750, 72023.118], [34, 1016650, 72023.118]]
[[0, 50, 53947.8593], [1, 29950, 68695.7996], [2, 59850, 68833.0666], [3, 89750, 68955.982], [4, 119650, 68955.982], [5, 149550, 68955.982], [6, 179450, 68955.982], [7, 209350, 68955.982], [8, 239250, 68955.982], [9, 269150, 68955.982], [10, 299050, 68955.982], [11, 328950, 68955.982], [12, 358850, 68955.982], [13, 388750, 68955.982], [14, 418650, 68955.982], [15, 448550, 69321.5104], [16, 478450, 69321.5104], [17, 508350, 69321.5104], [18, 538250, 69321.5104], [19, 568150, 69321.5104], [20, 598050, 69321.5104], [21, 627950, 69321.5104], [22, 657850, 69321.5104], [23, 687750, 69321.5104], [24, 717650, 69321.5104], [25, 747550, 69321.5104], [26, 777450, 69321.5104], [27, 807350, 69321.5104], [28, 837250, 69321.5104], [29, 867150, 69321.5104], [30, 897050, 69321.5104], [31, 926950, 69321.5104], [32, 956850, 69321.5104], [33, 986750, 69321.5104], [34, 1016650, 69321.5104]]
[[0, 50, 62214.3001], [1, 29950, 69538.953], [2, 59850, 69538.953], [3, 89750, 69538.953], [4, 119650, 69538.953], [5, 149550, 69538.953], [6, 179450, 69538.953], [7, 209350, 69538.953], [8, 239250, 69538.953], [9, 269150, 69538.953], [10, 299050, 69538.953], [11, 328950, 69538.953], [12, 358850, 69538.953], [13, 388750, 69538.953], [14, 418650, 69538.953], [15, 448550, 69538.953], [16, 478450, 69538.953], [17, 508350, 69538.953], [18, 538250, 69538.953], [19, 568150, 69538.953], [20, 598050, 69538.953], [21, 627950, 69538.953], [22, 657850, 69538.953], [23, 687750, 69538.953], [24, 717650, 69538.953], [25, 747550, 69538.953], [26, 777450, 69538.953], [27, 807350, 69538.953], [28, 837250, 69538.953], [29, 867150, 69538.953], [30, 897050, 69538.953], [31, 926950, 69538.953], [32, 956850, 69538.953], [33, 986750, 69538.953], [34, 1016650, 69538.953]]
[[0, 50, 57461.9704], [1, 29950, 66390.1192], [2, 59850, 70954.4388], [3, 89750, 70954.4388], [4, 119650, 70954.4388], [5, 149550, 71294.9728], [6, 179450, 71294.9728], [7, 209350, 71294.9728], [8, 239250, 71294.9728], [9, 269150, 71294.9728], [10, 299050, 71296.137], [11, 328950, 71296.137], [12, 358850, 71296.137], [13, 388750, 71296.137], [14, 418650, 71296.137], [15, 448550, 71296.137], [16, 478450, 71296.137], [17, 508350, 71296.137], [18, 538250, 71296.137], [19, 568150, 71296.137], [20, 598050, 71296.137], [21, 627950, 71296.137], [22, 657850, 71296.137], [23, 687750, 71296.137], [24, 717650, 71296.137], [25, 747550, 71296.137], [26, 777450, 71296.137], [27, 807350, 71296.137], [28, 837250, 71296.137], [29, 867150, 71296.137], [30, 897050, 71296.137], [31, 926950, 71296.137], [32, 956850, 71296.137], [33, 986750, 71296.137], [34, 1016650, 71296.137]]
[[0, 50, 57769.263], [1, 29950, 69393.575], [2, 59850, 69538.953], [3, 89750, 69635.5332], [4, 119650, 69804.8742], [5, 149550, 70639.9192], [6, 179450, 70709.09], [7, 209350, 71546.1462], [8, 239250, 71713.476], [9, 269150, 71713.476], [10, 299050, 71713.476], [11, 328950, 71713.476], [12, 358850, 71713.476], [13, 388750, 71713.476], [14, 418650, 71713.476], [15, 448550, 71713.476], [16, 478450, 71713.476], [17, 508350, 71713.476], [18, 538250, 71713.476], [19, 568150, 71713.476], [20, 598050, 71713.476], [21, 627950, 71713.476], [22, 657850, 71713.476], [23, 687750, 71713.476], [24, 717650, 71713.476], [25, 747550, 71713.476], [26, 777450, 71713.476], [27, 807350, 71713.476], [28, 837250, 71713.476], [29, 867150, 71713.476], [30, 897050, 71713.476], [31, 926950, 71713.476], [32, 956850, 71713.476], [33, 986750, 71713.476], [34, 1016650, 71713.476]]
[[0, 50, 55243.1802], [1, 29950, 66458.8367], [2, 59850, 68007.0927], [3, 89750, 69067.3733], [4, 119650, 69067.3733], [5, 149550, 69067.3733], [6, 179450, 69067.3733], [7, 209350, 69067.3733], [8, 239250, 69067.3733], [9, 269150, 69067.3733], [10, 299050, 69067.3733], [11, 328950, 69067.3733], [12, 358850, 69067.3733], [13, 388750, 69067.3733], [14, 418650, 69067.3733], [15, 448550, 69067.3733], [16, 478450, 69067.3733], [17, 508350, 69067.3733], [18, 538250, 69067.3733], [19, 568150, 69067.3733], [20, 598050, 69067.3733], [21, 627950, 69067.3733], [22, 657850, 69067.3733], [23, 687750, 69599.3713], [24, 717650, 70572.2373], [25, 747550, 70572.2373], [26, 777450, 70572.2373], [27, 807350, 70572.2373], [28, 837250, 70572.2373], [29, 867150, 70572.2373], [30, 897050, 70572.2373], [31, 926950, 70572.2373], [32, 956850, 70572.2373], [33, 986750, 70572.2373], [34, 1016650, 70572.2373]]
[[0, 50, 56357.5165], [1, 29950, 67810.1921], [2, 59850, 70941.223], [3, 89750, 71713.476], [4, 119650, 71713.476], [5, 149550, 71713.476], [6, 179450, 71713.476], [7, 209350, 71713.476], [8, 239250, 71713.476], [9, 269150, 71713.476], [10, 299050, 71713.476], [11, 328950, 71713.476], [12, 358850, 71713.476], [13, 388750, 71713.476], [14, 418650, 71713.476], [15, 448550, 71713.476], [16, 478450, 71713.476], [17, 508350, 71713.476], [18, 538250, 71713.476], [19, 568150, 71713.476], [20, 598050, 71713.476], [21, 627950, 71713.476], [22, 657850, 71713.476], [23, 687750, 71713.476], [24, 717650, 71713.476], [25, 747550, 71713.476], [26, 777450, 71713.476], [27, 807350, 71713.476], [28, 837250, 71713.476], [29, 867150, 71713.476], [30, 897050, 71713.476], [31, 926950, 71713.476], [32, 956850, 71713.476], [33, 986750, 71713.476], [34, 1016650, 71713.476]]
[[0, 50, 52645.2853], [1, 29950, 69234.353], [2, 59850, 69538.953], [3, 89750, 69538.953], [4, 119650, 69538.953], [5, 149550, 69538.953], [6, 179450, 69538.953], [7, 209350, 69538.953], [8, 239250, 69538.953], [9, 269150, 69538.953], [10, 299050, 69538.953], [11, 328950, 69538.953], [12, 358850, 69538.953], [13, 388750, 69538.953], [14, 418650, 69538.953], [15, 448550, 69538.953], [16, 478450, 69538.953], [17, 508350, 69538.953], [18, 538250, 69538.953], [19, 568150, 69538.953], [20, 598050, 69538.953], [21, 627950, 69538.953], [22, 657850, 69538.953], [23, 687750, 69538.953], [24, 717650, 69538.953], [25, 747550, 69538.953], [26, 777450, 69538.953], [27, 807350, 69538.953], [28, 837250, 69538.953], [29, 867150, 69538.953], [30, 897050, 69538.953], [31, 926950, 69538.953], [32, 956850, 69538.953], [33, 986750, 69538.953], [34, 1016650, 69538.953]]
[[0, 50, 55030.1984], [1, 29950, 70252.487], [2, 59850, 71713.476], [3, 89750, 71713.476], [4, 119650, 71713.476], [5, 149550, 71713.476], [6, 179450, 71713.476], [7, 209350, 71713.476], [8, 239250, 71713.476], [9, 269150, 71713.476], [10, 299050, 71713.476], [11, 328950, 71713.476], [12, 358850, 71713.476], [13, 388750, 71713.476], [14, 418650, 71713.476], [15, 448550, 71713.476], [16, 478450, 71713.476], [17, 508350, 71713.476], [18, 538250, 71713.476], [19, 568150, 71713.476], [20, 598050, 71713.476], [21, 627950, 71713.476], [22, 657850, 71713.476], [23, 687750, 71713.476], [24, 717650, 71713.476], [25, 747550, 71713.476], [26, 777450, 71713.476], [27, 807350, 71713.476], [28, 837250, 71713.476], [29, 867150, 71713.476], [30, 897050, 71713.476], [31, 926950, 71713.476], [32, 956850, 71713.476], [33, 986750, 71713.476], [34, 1016650, 71713.476]]
[[0, 50, 54771.6731], [1, 29950, 68252.7577], [2, 59850, 68252.7577], [3, 89750, 68900.9647], [4, 119650, 68900.9647], [5, 149550, 69321.5104], [6, 179450, 70010.3115], [7, 209350, 70010.3115], [8, 239250, 70010.3115], [9, 269150, 70010.3115], [10, 299050, 70010.3115], [11, 328950, 70010.3115], [12, 358850, 70010.3115], [13, 388750, 70010.3115], [14, 418650, 70010.3115], [15, 448550, 70010.3115], [16, 478450, 70010.3115], [17, 508350, 70010.3115], [18, 538250, 70010.3115], [19, 568150, 70010.3115], [20, 598050, 70010.3115], [21, 627950, 70010.3115], [22, 657850, 70010.3115], [23, 687750, 70010.3115], [24, 717650, 70010.3115], [25, 747550, 70010.3115], [26, 777450, 70010.3115], [27, 807350, 70010.3115], [28, 837250, 70010.3115], [29, 867150, 70010.3115], [30, 897050, 70010.3115], [31, 926950, 70010.3115], [32, 956850, 70010.3115], [33, 986750, 70010.3115], [34, 1016650, 70010.3115]]
[[0, 50, 57555.928], [1, 29950, 68558.9538], [2, 59850, 69559.8568], [3, 89750, 70527.7386], [4, 119650, 71681.4198], [5, 149550, 72023.118], [6, 179450, 72023.118], [7, 209350, 72023.118], [8, 239250, 72023.118], [9, 269150, 72023.118], [10, 299050, 72023.118], [11, 328950, 72023.118], [12, 358850, 72023.118], [13, 388750, 72023.118], [14, 418650, 72023.118], [15, 448550, 72023.118], [16, 478450, 72023.118], [17, 508350, 72023.118], [18, 538250, 72023.118], [19, 568150, 72023.118], [20, 598050, 72023.118], [21, 627950, 72023.118], [22, 657850, 72023.118], [23, 687750, 72023.118], [24, 717650, 72023.118], [25, 747550, 72023.118], [26, 777450, 72023.118], [27, 807350, 72023.118], [28, 837250, 72023.118], [29, 867150, 72023.118], [30, 897050, 72023.118], [31, 926950, 72023.118], [32, 956850, 72023.118], [33, 986750, 72023.118], [34, 1016650, 72023.118]]
[[0, 50, 57516.3347], [1, 29950, 66957.0305], [2, 59850, 69657.9035], [3, 89750, 70010.3115], [4, 119650, 70010.3115], [5, 149550, 70010.3115], [6, 179450, 70010.3115], [7, 209350, 70010.3115], [8, 239250, 70010.3115], [9, 269150, 70010.3115], [10, 299050, 70010.3115], [11, 328950, 70025.3316], [12, 358850, 70025.3316], [13, 388750, 70025.3316], [14, 418650, 70025.3316], [15, 448550, 70025.3316], [16, 478450, 70025.3316], [17, 508350, 70025.3316], [18, 538250, 70025.3316], [19, 568150, 70025.3316], [20, 598050, 70025.3316], [21, 627950, 70025.3316], [22, 657850, 70025.3316], [23, 687750, 70025.3316], [24, 717650, 70025.3316], [25, 747550, 70025.3316], [26, 777450, 70025.3316], [27, 807350, 70025.3316], [28, 837250, 70025.3316], [29, 867150, 70025.3316], [30, 897050, 70025.3316], [31, 926950, 70025.3316], [32, 956850, 70025.3316], [33, 986750, 70025.3316], [34, 1016650, 70025.3316]]
[[0, 50, 55030.1984], [1, 29950, 70252.487], [2, 59850, 71713.476], [3, 89750, 71713.476], [4, 119650, 71713.476], [5, 149550, 71713.476], [6, 179450, 71713.476], [7, 209350, 71713.476], [8, 239250, 71713.476], [9, 269150, 71713.476], [10, 299050, 71713.476], [11, 328950, 71713.476], [12, 358850, 71713.476], [13, 388750, 71713.476], [14, 418650, 71713.476], [15, 448550, 71713.476], [16, 478450, 71713.476], [17, 508350, 71713.476], [18, 538250, 71713.476], [19, 568150, 71713.476], [20, 598050, 71713.476], [21, 627950, 71713.476], [22, 657850, 71713.476], [23, 687750, 71713.476], [24, 717650, 71713.476], [25, 747550, 71713.476], [26, 777450, 71713.476], [27, 807350, 71713.476], [28, 837250, 71713.476], [29, 867150, 71713.476], [30, 897050, 71713.476], [31, 926950, 71713.476], [32, 956850, 71713.476], [33, 986750, 71713.476], [34, 1016650, 71713.476]]
